"var1"	"var2"	"var3"	"var4"	"var5"	"var6"	"var7"	"var8"	"var9"	"var10"	"var11"	"var12"	"var13"	"var14"	"var15"
"1"	-0.570432906190381	-0.77373617530261	-1.28026669708635	-0.670421543500824	0.681726196684435	1.79811785308712	-1.52252018668246	0.11809718190645	0.15917029280973	-0.618113138491325	-0.572696661583464	-1.07209298027307	0.225813127249569	-0.94701864703736	0.575332621723111
"2"	-1.14839026627447	-1.65421451411364	-1.85952131997733	-1.51642692731395	-0.942304958539618	-0.813459318246944	-1.73084418073989	-1.81193644893455	0.858015715259011	-1.92476037209684	-0.448966699559201	-1.728731823102	-1.39907562603997	-1.49462961144045	-0.971511135371534
"3"	0.479976108827776	-0.718889130477717	-0.348120122477517	0.841461127752712	-1.59976697114493	-0.0377597216094323	0.849233269454646	-0.552802471961656	0.366857940920994	-0.67132858084086	-0.184512707122525	-1.98561082240452	1.17305835412916	-0.498261075179383	1.17366909197687
"4"	-0.847100282195648	1.13622372261304	-1.17438536848349	-0.648451076465218	-0.866788415366216	-1.04979590040708	-1.52569966876856	0.0145868039068244	0.208466760884976	-0.0617606784955786	-2.5158550047808	0.740978282173911	0.110810408619013	-0.399535913386299	-2.09610880977724
"5"	-1.67640714343777	-2.04475193163056	-1.15754895811654	-0.984852738922044	0.483766807330739	-2.34373172426019	0.833035987776639	-0.529713133162744	-1.27157095929067	-0.037655682868949	0.285137417121224	-0.244550149444973	1.07084042158879	-0.107625077927838	-0.89100900415725
"6"	0.0390386039957605	0.122397412498916	-1.79781977466503	-1.02671654438544	-0.0215932078490539	-0.102947409077978	1.6190494695945	-0.346308077931038	-0.131380127465823	1.44596809946725	-0.111030137690579	1.44704162665529	0.479457768810185	0.23076931722456	-0.360244864984991
"7"	-1.43261526044558	-1.3555257909924	-1.09758200180736	0.441883205329863	-1.57542627884139	-1.72957290128874	-0.515980979131112	0.403844849208073	-0.541160862814116	-2.23512341078828	-2.09216120560119	0.047749216094649	-0.813537818579292	0.402659799132862	0.054024250827127
"8"	0.5745939923921	-0.0758172481716214	-0.235022280346102	1.04132023265414	-0.808121210776129	-1.09897107439236	0.447105409716322	0.61206738420826	-0.0495573263605802	-1.29343274619985	1.00966743774904	-1.22737140880269	0.478544292911002	0.651466298704908	0.494982690607445
"9"	0.247332193430955	-1.28845533212462	0.610507906895345	0.0156238987512191	-1.44312978479417	-1.07505231530033	0.699490196468771	0.123482468484416	0.636969524932286	-0.296384985721857	0.0520808393582923	-0.653024724744535	0.519293776318685	0.118552737763116	0.530786152167262
"10"	-0.768277067401907	0.807136719529718	-0.83047713826519	0.196815585391269	-0.712458339045312	0.137949141417186	0.414080054798267	-1.00086631509769	0.761004252901243	-0.239872482559924	0.607582437205191	1.32653085631477	1.15883206471273	0.373757844980378	-0.805797081487091
"11"	-0.860238995707455	0.183372227884971	-1.0436906847929	0.814139368292813	1.03904351174119	0.32424623379069	0.648914162737768	1.0091245575666	-0.481948145463412	-0.605968432308225	1.61130924367635	-0.957039975652844	0.403658477654127	0.148884268748661	-0.234262235892368
"12"	-0.0123461234702643	1.17395352925686	-1.19568369084098	-2.45429301485324	-1.49771839230669	-0.799317926742361	0.22114791924846	-0.804365294738783	-2.8668458489425	0.147010995518998	-0.588266704762017	-0.505982004817796	-0.174035760742225	-1.72069054652057	0.807710598515287
"13"	0.909159142241556	0.840759208268529	-0.350092572235464	0.635532328321492	1.26070238292818	0.97650363803808	0.289961591140499	-0.308713074136792	0.0538186583447394	-1.31949860804202	0.0678099108804394	1.24173669656562	0.838489328899717	1.85015637548883	1.92881403835363
"14"	-0.0279641264271886	0.366139937046808	-0.113151832152818	0.814056558026542	-1.37226816028065	-1.30235418243985	0.420363661009562	0.329256175579013	-0.868044630860939	-0.681061039460616	-1.25751763229173	-0.201546105086079	-0.695102907921727	-1.99162218239876	0.164034567341314
"15"	-1.32028850910494	-1.14771743523057	-1.07536230066425	-1.34481511113174	1.47754766276606	0.844878910436222	0.315219844873402	1.3846820729766	0.67368748456011	0.2844808956904	-0.874705740515355	0.586329598113344	-0.172444740490456	-0.890942201105484	0.0120632911236249
"16"	-0.164040437429158	0.123287721009764	-1.66321816670084	0.379296980066463	-0.7015504557428	-0.563870642438968	-0.884761973159011	-1.13445673907507	-1.55037942776072	-0.679929821411404	-0.766350335529958	0.712658694137626	-0.630861933254043	-0.330436948844489	-1.57131835214895
"17"	0.311376458437687	0.57237486702422	-1.34848529443178	-0.12609969155638	-0.0165651772517158	-0.843263035899746	-1.3058171102132	1.45492965452145	0.903597248132886	0.873909959316561	-0.692588036646735	0.11376071854715	-0.945148637818746	0.596681219904218	-1.04103450239522
"18"	-0.649319224315148	-1.13811682154158	0.515895008829538	-0.856933651494729	0.902696572015058	-0.653681919959364	0.97519427643186	1.3609186134172	0.790563732856243	1.72219127285573	0.394146986124276	0.882654214969181	0.367817195732824	-0.706393942873163	0.595719415041836
"19"	1.48029113789884	1.44867774124717	0.0378999033581784	0.53676549832116	1.0321386630204	-0.538563190211688	0.582327862130943	0.745250839117197	1.23394140231481	2.24237578905248	0.160391371951573	1.25181441741893	0.58511074463895	-0.481257806032701	1.54767021699685
"20"	1.06781498838185	2.04175795205983	0.703897084438511	-1.46636414880308	0.404181723431916	-0.728453812272299	-0.44781106706196	-1.19658960123237	0.509385587137227	-1.57811128364983	-0.519494734968374	0.445149549916419	-0.46519840276854	-0.742619371781492	0.283424028748582
"21"	-0.755471773660882	0.723852546408683	-0.629983776516282	-0.316009310256129	-1.13851024433411	-0.261471673648274	-0.595213001864468	-0.00246689189454654	0.626755981288694	0.690916418696372	0.645385639432689	1.04348654089364	-1.07537688581774	-0.397818313469067	0.469733275696803
"22"	0.393920842423469	0.807658772766039	-1.54045746602113	-0.705638444491167	-1.09261486116031	-0.179611004000128	-0.727274468736977	0.246226429973007	0.385187062810578	1.00566903304788	0.494651544337724	-0.766437335099404	-1.15021714427505	-0.131815825254735	-1.70535379737397
